order_id,order_value,order_status,order_value_original,num_items,total_quantity,total_value,num_users,num_suppliers
order_841,17.97,Rejected,17589.500468520153,1,3,17.97,2,1
order_842,359.96,Approved,34942.52533075722,1,4,359.96,4,1
order_843,179.98,Approved,32841.99597638436,1,2,179.98,4,1
order_844,182.91,Approved,42736.49932518388,2,9,182.91,4,2
order_845,1259.89,Approved,42764.72549172876,3,11,1259.89,4,3
order_846,88.95,Approved,43107.76702424506,2,5,88.94999999999999,4,2
order_847,79.95,Approved,19620.460478610097,1,5,79.95,4,1
order_848,1140.9,Approved,16516.396542736584,2,10,1140.9,4,2
order_849,419.93,Approved,36217.15383592617,1,7,419.93,4,1
order_850,84.99,Approved,38210.68865738382,2,3,84.99000000000001,4,2
order_851,47.96,Approved,43746.767852528275,2,4,47.96,4,2
order_852,103.92,Approved,2759.055892046642,1,8,103.92,4,1
order_853,565.9,Rejected,4352.616611896021,4,10,565.9,2,4
order_854,484.96,Approved,31926.889825877388,2,4,484.96000000000004,4,2
order_855,4499.95,Approved,46125.52584023454,1,5,4499.95,4,1
order_856,289.89,Approved,49873.87022485455,2,11,289.89,4,2
order_857,2155.34,Approved,37591.55197015842,5,17,2155.34,4,5
order_858,219.93,Rejected,22264.60212423316,4,7,219.92999999999998,2,4
order_859,699.98,Approved,5823.7131927767,1,2,699.98,4,1
order_860,1199.96,Approved,32053.643610258772,2,4,1199.96,4,2
order_861,39.99,Approved,43756.382397747446,1,1,39.99,4,1
order_862,50.0,Rejected,22740.249031423584,1,4,50.0,2,1
order_863,699.89,Approved,35006.056976868495,5,11,699.8900000000001,4,4
order_864,229.9,Approved,45267.77904047381,3,10,229.89999999999998,4,2
order_865,274.95,Approved,3253.557465183425,4,5,274.95000000000005,4,3
order_866,344.91,Approved,40011.02979294838,2,9,344.90999999999997,4,2
order_867,819.92,Approved,15375.021022295232,2,8,819.9200000000001,4,2
order_868,1399.96,Approved,19367.213398990425,1,4,1399.96,4,1
order_869,2699.97,Approved,8132.919989270523,1,3,2699.97,4,1
order_870,468.85,Approved,27027.14958928924,4,15,468.85,4,4
order_871,3059.89,Approved,28730.475033880903,3,11,3059.8900000000003,4,3
order_872,568.92,Rejected,39833.45422016671,3,8,568.92,2,3
order_873,388.85,Approved,9329.198804336771,5,21,388.85,4,4
order_874,699.98,Rejected,4869.449182339737,1,2,699.98,2,1
order_875,134.96,Approved,43671.14033359788,2,4,134.96,4,1
order_876,37.98,Approved,31365.80805833335,1,2,37.98,4,1
order_877,512.97,Approved,12800.659800959338,2,3,512.97,4,2
order_878,56.97,Approved,45728.62178515419,1,3,56.97,4,1
order_879,179.97,Approved,8012.768286296973,1,3,179.97,4,1
order_880,665.91,Approved,23596.34575439488,2,9,665.9100000000001,4,2
order_881,412.48,Approved,13444.889631263572,2,3,412.48,4,2
order_882,74.97,Rejected,13511.008699798547,1,3,74.97,2,1
order_883,612.96,Approved,1460.474141288681,2,4,612.96,4,2
order_884,244.86,Rejected,40427.02077178217,4,14,244.85999999999999,2,4
order_885,19.99,Approved,45159.261756345266,1,1,19.99,4,1
order_886,186.93,Approved,34202.93339925489,2,7,186.93,4,2
order_887,103.92,Approved,8740.80548151756,1,8,103.92,4,1
order_888,1799.98,Approved,22644.759396586905,1,2,1799.98,4,1
order_889,501.94,Approved,17932.715597711,3,6,501.94,4,3
order_890,569.97,Approved,29791.01355119465,2,3,569.97,4,2
order_891,59.97,Approved,32307.996415640595,1,3,59.97,4,1
order_892,155.9,Approved,21791.137984583987,3,10,155.9,4,3
order_893,39.98,Approved,13254.812995977361,1,2,39.98,4,1
order_894,69.98,Rejected,42419.892331987336,1,2,69.98,2,1
order_895,1564.9,Approved,10761.632956335725,3,10,1564.9,4,3
order_896,976.92,Approved,19849.96919939993,3,8,976.9200000000001,4,3
order_897,79.98,Approved,24677.19499190159,1,2,79.98,4,1
order_898,1249.95,Approved,12623.079394451157,1,5,1249.95,4,1
order_899,12.5,Approved,29024.211925186206,1,1,12.5,4,1
order_900,50.0,Approved,29165.78457875361,1,4,50.0,4,1
order_901,139.98,Approved,49641.91013771798,1,2,139.98,4,1
order_902,269.94,Approved,15466.3069402802,2,6,269.94,4,2
order_903,79.98,Approved,48919.27974426627,1,2,79.98,4,1
order_904,35.96,Approved,33253.26098050535,1,4,35.96,4,1
order_905,15.99,Approved,14449.538628733158,1,1,15.99,4,1
order_906,114.9,Approved,28730.52183082925,2,10,114.9,4,2
order_907,929.48,Approved,34604.17514396659,3,3,929.48,4,3
order_908,109.96,Rejected,37488.773217100934,2,8,109.96000000000001,2,2
order_909,2889.86,Rejected,3403.1682880239973,2,14,2889.86,2,2
order_910,3849.95,Approved,30713.918160747253,2,5,3849.95,4,2
order_911,2049.87,Rejected,25339.637039669647,4,15,2049.87,2,4
order_912,12.99,Approved,45303.60925379254,1,1,12.99,4,1
order_913,1696.84,Approved,15023.51342150053,5,16,1696.8400000000001,4,4
order_914,56.97,Approved,40144.14585587234,1,3,56.97,4,1
order_915,56.46,Approved,30746.184910049033,3,5,56.46,4,2
order_916,354.9,Approved,18263.72683593051,2,10,354.90000000000003,4,2
order_917,254.93,Approved,32194.2760222887,2,7,254.93,4,2
order_918,1239.87,Approved,31423.6669933849,3,13,1239.8700000000001,4,3
order_919,674.89,Approved,34210.45847254461,3,11,674.89,4,3
order_920,462.82,Approved,36325.49045686474,5,18,462.82,4,5
order_921,1024.95,Approved,33299.89547552093,2,5,1024.95,4,2
order_922,29.99,Approved,42078.51873116331,1,1,29.99,4,1
order_923,458.91,Rejected,31784.157080658017,3,9,458.91,2,3
order_924,413.94,Approved,45266.78149957542,3,6,413.94,4,2
order_925,94.95,Approved,32670.689835635618,1,5,94.95,4,1
order_926,319.92,Approved,16137.711313679167,2,8,319.91999999999996,4,2
order_927,1459.9,Approved,22600.336317977766,3,10,1459.9,4,3
order_928,51.47,Approved,29399.116463051734,2,4,51.47,4,2
order_929,1244.91,Approved,36885.62862902268,3,9,1244.91,4,3
order_930,631.91,Approved,5416.535411564728,4,9,631.91,4,4
order_931,948.9,Approved,15460.412129828608,2,10,948.9,4,2
order_932,1008.95,Approved,37626.562381980206,2,5,1008.95,4,2
order_933,174.95,Approved,9606.363451771025,1,5,174.95,4,1
order_934,2029.93,Approved,7475.830089592394,4,7,2029.93,4,4
order_935,2449.93,Approved,27430.98019023663,1,7,2449.93,4,1
order_936,74.97,Approved,48602.98947935565,1,3,74.97,4,1
order_937,39.98,Approved,27011.766311436466,1,2,39.98,4,1
order_938,1374.85,Approved,45760.86174960315,4,17,1374.8500000000001,4,4
order_939,399.98,Approved,41693.15835880247,1,2,399.98,4,1
order_940,33.98,Rejected,13591.534143599853,1,2,33.98,2,1
order_941,2143.9,Rejected,41409.80081457795,3,10,2143.9,2,3
order_942,1863.95,Approved,24610.543663813318,3,7,1863.95,4,3
order_943,1625.89,Approved,40517.93619589456,3,11,1625.89,4,3
order_944,507.9,Approved,37581.40818513521,2,10,507.9,4,2
order_945,124.95,Approved,17597.04743629243,1,5,124.95,4,1
order_946,16.99,Approved,6643.315665038211,1,1,16.99,4,1
order_947,421.88,Approved,48181.771350575,3,12,421.88,4,3
order_948,133.89,Approved,7897.093735288251,4,11,133.89,4,3
order_949,299.98,Approved,48358.51026367485,1,2,299.98,4,1
order_950,33.98,Approved,43146.88924804227,1,2,33.98,4,1
order_951,111.93,Approved,36486.61889170039,1,7,111.93,4,1
order_952,1049.97,Rejected,49017.169896313266,1,3,1049.97,2,1
order_953,199.99,Approved,48396.217617701586,1,1,199.99,4,1
order_954,153.92,Approved,40424.79455700753,2,8,153.92,4,2
order_955,308.94,Rejected,18922.977420872754,4,6,308.94,2,4
order_956,3680.92,Approved,39743.41646085794,3,8,3680.92,4,3
order_957,115.92,Approved,1682.0140999441578,2,8,115.92,4,2
order_958,1229.91,Approved,27292.043105183897,2,9,1229.91,4,2
order_959,268.88,Rejected,23284.51535895986,3,12,268.88,2,3
order_960,101.94,Approved,33968.59071181393,2,6,101.94,4,2
order_961,103.97,Approved,33944.69907019965,2,3,103.97,4,2
order_962,33.98,Approved,29643.444490956135,1,2,33.98,4,1
order_963,39.98,Approved,41298.447760111936,1,2,39.98,4,1
order_964,411.96,Approved,47074.30269719815,2,4,411.96000000000004,4,2
order_965,359.96,Approved,6308.959007762303,1,4,359.96,4,1
order_966,163.9,Approved,12457.273208367575,2,10,163.9,4,2
order_967,229.89,Approved,2226.2078326776336,3,11,229.89,4,3
order_968,1749.95,Approved,44327.507415527754,1,5,1749.95,4,1
order_969,163.94,Rejected,28508.961730244064,2,6,163.94,2,2
order_970,114.98,Approved,45847.53952841481,2,2,114.97999999999999,4,2
order_971,1527.86,Rejected,11846.992803625511,4,14,1527.86,2,4
order_972,74.95,Approved,4097.6350168495765,1,5,74.95,4,1
order_973,387.49,Rejected,41368.91221813193,2,4,387.49,2,2
order_974,104.93,Rejected,45559.99428296671,1,7,104.93,3,1
order_975,91.97,Approved,15807.318551933262,2,3,91.97,4,2
order_976,3618.86,Approved,21006.496933975224,5,14,3618.86,4,5
order_977,225.96,Approved,7849.073612853833,2,4,225.96,4,2
order_978,92.97,Rejected,47366.815111215365,2,3,92.97,2,2
order_979,107.95,Rejected,15913.864633444256,3,5,107.95,2,3
order_980,212.91,Approved,25138.60632993209,4,9,212.91,4,4
order_981,149.95,Rejected,5762.407932469258,1,5,149.95,2,1
order_982,169.98,Approved,44475.70611789661,2,2,169.98000000000002,4,2
order_983,3663.91,Approved,7647.538386610489,3,9,3663.91,4,2
order_984,9262.78,Approved,23228.544087555736,3,22,9262.78,4,3
order_985,199.99,Approved,33853.82472365839,1,1,199.99,4,1
order_986,1134.91,Approved,37413.8659546354,3,9,1134.91,4,3
order_987,669.95,Approved,47352.73020319217,2,5,669.95,4,2
order_988,759.95,Approved,21537.21091732142,2,5,759.95,4,2
order_989,116.91,Approved,37371.18172350048,1,9,116.91,4,1
order_990,75.0,Approved,8571.622218081917,1,6,75.0,4,1
order_991,209.97,Approved,21329.341844403538,1,3,209.97,4,1
order_992,409.86,Approved,5852.0601008158965,4,14,409.86,4,4
order_993,568.8,Approved,24978.004851691112,4,20,568.8,4,4
order_994,58.98,Approved,20997.678399187327,2,2,58.980000000000004,4,2
order_995,80.91,Approved,47624.55474367191,1,9,80.91,4,1
order_996,445.92,Approved,2603.0980558972983,2,8,445.92,4,2
order_997,219.95,Approved,19155.967977987333,2,5,219.95000000000002,4,2
order_998,54.98,Approved,22725.77121697438,2,2,54.980000000000004,4,2
order_999,2229.86,Approved,47577.20332271992,3,14,2229.86,4,3
order_1000,269.96,Approved,42917.05947199178,2,4,269.96000000000004,4,2
order_1001,164.95,Approved,5868.376605700386,2,5,164.95000000000002,4,2
order_1002,982.85,Approved,34598.33300858298,4,15,982.85,4,4
order_1003,618.95,Approved,27678.827212625103,2,5,618.95,4,2
order_1004,349.91,Approved,48914.28394315029,2,9,349.91,4,2
order_1005,59.98,Approved,18575.01821940358,1,2,59.98,4,1
order_1006,24.99,Approved,20508.84249447428,1,1,24.99,4,1
order_1007,24.99,Approved,10300.619545892898,1,1,24.99,4,1
order_1008,674.97,Approved,6985.826235275924,2,9,674.97,4,2
order_1009,33.98,Approved,42553.626234720374,1,2,33.98,4,1
order_1010,524.92,Approved,23281.15105995534,2,8,524.9200000000001,4,2
order_1011,1110.87,Approved,33475.66816503692,3,13,1110.87,4,3
order_1012,87.5,Approved,32443.518894427663,1,7,87.5,4,1
order_1013,269.97,Approved,30260.15201645771,1,3,269.97,4,1
order_1014,171.96,Approved,2046.5152820821609,3,4,171.96,4,3
order_1015,651.93,Approved,39552.93493227622,2,7,651.9300000000001,4,2
order_1016,34.99,Approved,12934.875961037158,1,1,34.99,4,1
order_1017,1075.95,Approved,7170.270380094101,2,5,1075.95,4,2
order_1018,149.99,Approved,28664.320819490204,1,1,149.99,4,1
order_1019,202.95,Approved,4361.897488393439,5,5,202.95,4,4
order_1020,479.93,Rejected,38492.71141854064,2,7,479.92999999999995,2,2
order_1021,1399.93,Approved,11150.711146986267,1,7,1399.93,4,1
order_1022,399.98,Approved,11581.616244015064,1,2,399.98,4,1
order_1023,89.97,Approved,43615.07591170769,1,3,89.97,4,1
order_1024,429.96,Approved,17099.41811817929,2,4,429.96000000000004,4,2
order_1025,23.96,Approved,8230.15481713074,1,4,23.96,4,1
order_1026,251.93,Approved,45126.02074595615,2,7,251.93,4,2
order_1027,641.85,Approved,1138.9420225208012,4,15,641.85,4,4
order_1028,534.86,Rejected,43061.90019262864,4,14,534.86,2,4
order_1029,94.94,Approved,8089.711035704892,3,6,94.94,4,3
order_1030,30.47,Approved,7369.614440728403,2,4,30.47,4,2
order_1031,328.85,Rejected,13282.055639678068,5,19,328.85,2,4
order_1032,5.99,Approved,9550.35892416828,1,1,5.99,4,1
order_1033,69.99,Approved,33391.824487268525,1,1,69.99,4,1
order_1034,1806.91,Approved,2263.22733952372,3,9,1806.91,4,3
order_1035,154.98,Approved,1728.1560343047336,2,2,154.98000000000002,4,2
order_1036,1270.86,Approved,39709.24854750294,5,14,1270.86,4,4
order_1037,45.99,Approved,12658.64869843269,1,1,45.99,4,1
order_1038,349.99,Approved,16864.8016361391,1,1,349.99,4,1
order_1039,62.5,Approved,9538.063868902682,1,5,62.5,4,1
order_1040,39.99,Approved,3567.551875197649,1,1,39.99,4,1
order_1041,306.41,Approved,37344.18479075332,4,10,306.40999999999997,4,3
order_1042,92.46,Approved,26778.19080329549,2,5,92.46,4,2
order_1043,642.43,Approved,37537.59847666579,2,8,642.43,4,2
order_1044,200.95,Rejected,24336.052305739264,2,5,200.95000000000002,2,1
order_1045,7199.92,Approved,39122.83492639593,1,8,7199.92,4,1
order_1046,779.94,Approved,26148.65992285039,1,6,779.94,4,1
order_1047,93.95,Approved,6343.64649018843,2,5,93.94999999999999,4,2
order_1048,1087.42,Rejected,25688.095799505245,3,9,1087.42,2,3
order_1049,66.93,Approved,47325.36650553521,3,7,66.93,4,3
order_1050,799.95,Rejected,3124.8868080594134,2,5,799.95,2,2
order_1051,75.96,Approved,39378.1228030386,1,4,75.96,4,1
order_1052,99.96,Approved,43482.064480232075,1,4,99.96,4,1
order_1053,449.97,Approved,26551.10952094112,1,3,449.97,4,1
order_1054,249.99,Approved,23444.08358278642,1,1,249.99,4,1
order_1055,599.97,Approved,48237.2829729794,1,3,599.97,4,1
order_1056,5471.86,Approved,3980.4449672307856,2,14,5471.86,4,2
order_1057,50.97,Approved,24470.1136389198,1,3,50.97,4,1
order_1058,738.95,Approved,20679.245471115464,2,5,738.95,4,2
order_1059,1049.93,Approved,34618.7773070494,1,7,1049.93,4,1
order_1060,1857.88,Approved,25023.173853067037,3,12,1857.88,4,3
order_1061,351.85,Approved,45575.34062664623,2,15,351.85,4,2
order_1062,32.98,Approved,4601.045072556075,2,2,32.98,4,2
order_1063,399.98,Approved,4958.733393128805,1,2,399.98,4,1
order_1064,70.94,Approved,30806.573758038558,2,6,70.94,4,2
order_1065,876.83,Approved,4218.429432685582,5,17,876.83,4,3
order_1066,962.9,Approved,14475.783978339707,3,10,962.9000000000001,4,3
order_1067,549.86,Approved,32020.75949074976,3,14,549.86,4,3
order_1068,179.94,Approved,27869.465268369666,1,6,179.94,4,1
order_1069,69.99,Rejected,16934.08672261473,1,1,69.99,2,1
order_1070,11.98,Approved,49736.76003718525,1,2,11.98,4,1
order_1071,549.93,Approved,26997.285034134904,2,7,549.9300000000001,4,2
order_1072,641.85,Approved,23232.05546119811,5,15,641.85,4,5
order_1073,528.88,Rejected,30665.91278523033,5,12,528.88,2,3
order_1074,589.9,Approved,5859.744622273057,2,10,589.9000000000001,4,2
order_1075,34.99,Approved,35387.19150875724,1,1,34.99,4,1
order_1076,5361.79,Approved,42786.84412748318,4,21,5361.79,4,4
order_1077,179.98,Approved,32894.91657918396,1,2,179.98,4,1
order_1078,174.92,Approved,38679.17377513219,3,8,174.92,4,3
order_1079,12.99,Approved,36321.15591622236,1,1,12.99,4,1
order_1080,14.99,Approved,11536.130250047348,1,1,14.99,4,1
order_1081,779.94,Approved,23126.190882298793,1,6,779.94,4,1
order_1082,2569.81,Approved,12196.185143864635,5,23,2569.8100000000004,4,5
order_1083,26.96,Approved,17607.649322923586,2,4,26.96,4,2
order_1084,84.97,Approved,23221.446242464917,2,3,84.97,4,2
order_1085,69.99,Approved,21383.49286281327,1,1,69.99,4,1
order_1086,74.97,Approved,5659.206124505912,1,3,74.97,4,1
order_1087,1119.89,Approved,21911.43630678694,5,11,1119.89,4,5
order_1088,299.98,Approved,33590.285289955136,1,2,299.98,4,1
order_1089,47.92,Approved,19340.750148341303,1,8,47.92,4,1
order_1090,29.95,Approved,8479.307313667465,1,5,29.95,4,1
order_1091,3524.83,Approved,46226.26675098483,3,17,3524.83,4,3
order_1092,158.89,Approved,4289.5320986957395,2,11,158.89,4,2
order_1093,1432.92,Approved,41756.82253526787,4,8,1432.92,4,4
order_1094,585.95,Approved,5568.2749834801925,3,5,585.95,4,3
order_1095,44.95,Approved,5731.6571957234955,1,5,44.95,4,1
order_1096,138.93,Rejected,37201.00392594707,2,7,138.93,2,2
order_1097,223.95,Approved,40776.694978592226,2,5,223.95000000000002,4,2
order_1098,739.96,Approved,28262.166045152157,2,4,739.96,4,2
order_1099,25.0,Approved,29736.78905423437,1,2,25.0,4,1
order_1100,699.98,Approved,28517.73428561155,1,2,699.98,4,1
order_1101,74.97,Approved,17152.653089394047,1,3,74.97,4,1
order_1102,51.96,Approved,6989.332982373406,1,4,51.96,4,1
order_1103,105.95,Approved,18326.305902054617,2,5,105.94999999999999,4,2
order_1104,362.49,Approved,33601.685480142856,2,2,362.49,4,2
order_1105,718.97,Approved,37763.928262322435,2,3,718.97,4,2
order_1106,1535.91,Approved,43536.515294584184,3,9,1535.91,4,3
order_1107,196.46,Rejected,36331.973258561324,2,5,196.46,3,2
order_1108,25.98,Approved,48451.53264026225,1,2,25.98,4,1
order_1109,25.0,Approved,30420.094470009175,1,2,25.0,4,1
order_1110,483.94,Approved,18230.6630989643,2,6,483.94000000000005,4,2
order_1111,331.96,Approved,29318.00740110289,2,4,331.96000000000004,4,2
order_1112,6112.91,Approved,11424.201477928298,3,9,6112.91,4,3
order_1113,547.95,Approved,33180.07884641945,2,5,547.95,4,2
order_1114,268.97,Approved,11987.998586270713,2,3,268.97,4,2
order_1115,58.48,Approved,6302.700714436065,3,3,58.480000000000004,4,2
order_1116,138.93,Approved,42423.297511465906,2,7,138.93,4,2
order_1117,1289.96,Approved,19010.49148015216,2,4,1289.96,4,2
order_1118,108.97,Approved,38367.67596490563,2,3,108.97,4,1
order_1119,62.93,Rejected,29130.90021224167,1,7,62.93,2,1
order_1120,39.99,Approved,40553.847186464875,1,1,39.99,4,1
order_1121,327.9,Approved,42412.602905089545,2,10,327.9,4,2
order_1122,2162.9,Approved,48752.7835041597,5,10,2162.9,4,4
order_1123,453.91,Approved,41102.91611749281,3,9,453.91,4,3
order_1124,689.91,Approved,31065.090746237773,2,9,689.91,4,2
order_1125,91.91,Approved,32492.259027661737,4,9,91.91,4,4
order_1126,267.97,Approved,2286.4377412255863,2,3,267.97,4,2
order_1127,399.98,Rejected,46525.13025875188,1,2,399.98,2,1
order_1128,59.99,Approved,41643.57870802349,1,1,59.99,4,1
order_1129,2819.94,Approved,14104.938532551421,2,6,2819.9399999999996,4,2
order_1130,155.97,Approved,9840.387526081866,3,3,155.97,4,3
order_1131,229.95,Approved,35432.239870414625,1,5,229.95,4,1
order_1132,134.96,Approved,16140.249752665597,2,4,134.96,4,2
order_1133,999.96,Approved,17651.40818208566,1,4,999.96,4,1
order_1134,3580.79,Approved,1299.1836807792758,5,21,3580.79,4,4
order_1135,84.95,Approved,43623.27262028547,1,5,84.95,4,1
order_1136,94.95,Approved,28749.733643307438,1,5,94.95,4,1
order_1137,39.98,Approved,20638.43285597626,1,2,39.98,4,1
order_1138,258.89,Approved,7951.858053412164,2,11,258.89,4,2
order_1139,263.82,Approved,32025.428620120176,2,18,263.82,4,1
order_1140,18.99,Approved,2502.19782066439,1,1,18.99,4,1
order_1141,179.94,Approved,37559.47633827963,1,6,179.94,4,1
order_1142,17.97,Rejected,11541.511121642036,1,3,17.97,2,1
order_1143,2125.92,Rejected,21571.792194460653,2,8,2125.92,2,2
order_1144,279.96,Approved,17703.903106697308,1,4,279.96,4,1
order_1145,113.94,Approved,19132.60153137319,1,6,113.94,4,1
order_1146,26.97,Approved,36358.20241939099,1,3,26.97,4,1
order_1147,979.87,Approved,39064.94537837031,3,13,979.87,4,3
order_1148,91.98,Approved,28812.084274105466,1,2,91.98,4,1
order_1149,15.99,Approved,5162.894958881785,1,1,15.99,4,1
order_1150,361.82,Approved,3577.8324948505674,4,18,361.82,4,4
order_1151,90.93,Approved,8713.084958250503,1,7,90.93,4,1
order_1152,782.85,Rejected,31274.070914375498,2,15,782.8499999999999,2,2
order_1153,17.97,Approved,34024.46682004254,1,3,17.97,4,1
order_1154,1149.87,Approved,14333.039333764727,3,13,1149.8700000000001,4,3
order_1155,18.99,Approved,33434.995947604795,1,1,18.99,4,1
order_1156,371.92,Approved,24797.423539658816,2,8,371.92,4,2
order_1157,56.97,Approved,22660.165148191176,1,3,56.97,4,1
order_1158,63.98,Approved,14385.175373873702,3,4,63.98,4,3
order_1159,359.96,Approved,37992.214039750164,1,4,359.96,4,1
order_1160,509.83,Approved,6577.057897399885,3,17,509.83000000000004,4,3
order_1161,239.96,Approved,22065.768036496625,1,4,239.96,4,1
order_1162,640.44,Approved,14879.077033942018,4,13,640.44,4,4
order_1163,7224.91,Approved,34245.82648324652,2,9,7224.91,4,2
order_1164,57.95,Approved,24845.00491484829,2,5,57.95,4,2
order_1165,539.94,Approved,33689.495378081134,1,6,539.94,4,1
order_1166,239.96,Approved,3225.4507676169487,1,4,239.96,4,1
order_1167,119.98,Approved,20367.90640829382,1,2,119.98,4,1
order_1168,124.95,Approved,30366.92289027807,1,5,124.95,4,1
order_1169,169.95,Approved,1376.6672090942607,2,5,169.95,4,2
order_1170,1331.82,Rejected,15769.548738903402,5,26,1331.8200000000002,3,5
order_1171,11.98,Approved,11350.464981795301,1,2,11.98,4,1
order_1172,661.87,Approved,7724.505457609023,3,13,661.87,4,3
order_1173,899.99,Approved,13520.455697051506,1,1,899.99,4,1
order_1174,11.98,Approved,17077.995440954215,1,2,11.98,4,1
order_1175,89.97,Approved,1378.765421896285,1,3,89.97,4,1
order_1176,14.99,Rejected,37603.69204805862,1,1,14.99,2,1
order_1177,1799.98,Approved,9609.045291916273,1,2,1799.98,4,1
order_1178,1004.92,Approved,19630.164840046575,2,8,1004.9200000000001,4,2
order_1179,6274.83,Approved,35479.89190575052,4,17,6274.83,4,4
order_1180,1514.81,Approved,25512.854981254444,4,19,1514.81,4,3
order_1181,861.92,Approved,41834.35591857403,4,8,861.9200000000001,4,4
order_1182,466.96,Approved,40503.80914177143,2,4,466.96000000000004,4,2
order_1183,70.93,Approved,4531.699333015735,2,7,70.93,4,2
order_1184,159.96,Approved,43226.45373910684,1,4,159.96,4,1
order_1185,31.98,Approved,3072.8108165767776,1,2,31.98,4,1
order_1186,854.94,Approved,1918.3352926966395,2,12,854.94,4,2
order_1187,143.93,Approved,46136.95929061821,3,7,143.93,4,3
order_1188,1088.94,Approved,43243.390666991254,2,6,1088.94,4,2
order_1189,221.95,Approved,29212.198876104725,4,5,221.95,4,4
order_1190,359.96,Approved,29096.58436340631,1,4,359.96,4,1
order_1191,39.98,Approved,35765.449116877775,1,2,39.98,4,1
order_1192,539.94,Approved,21467.004032330547,1,6,539.94,4,1
order_1193,779.94,Approved,6643.495260526113,1,6,779.94,4,1
order_1194,279.92,Approved,2021.9713922126916,1,8,279.92,4,1
order_1195,213.95,Rejected,16913.640792830178,2,5,213.95000000000002,2,2
order_1196,66.97,Approved,40264.78556121216,2,3,66.97,4,2
order_1197,199.86,Approved,31288.137901907772,5,14,199.85999999999999,4,4
order_1198,1265.92,Approved,41769.26974051365,3,8,1265.92,4,3
order_1199,71.95,Approved,46068.71783532785,2,5,71.95,4,2
order_1200,59.99,Approved,5318.364183596349,1,1,59.99,4,1
order_1201,51.96,Approved,42379.73363092015,1,4,51.96,4,1
order_1202,19.99,Rejected,12922.507266313949,1,1,19.99,3,1
order_1203,437.48,Approved,29854.693126842685,2,5,437.48,4,2
order_1204,313.89,Approved,26674.164607030947,2,11,313.89,4,2
order_1205,72.48,Approved,20392.568146107315,3,3,72.48,4,2
order_1206,237.92,Rejected,16203.453529957205,2,8,237.92000000000002,2,2
order_1207,837.95,Approved,17636.15077627473,2,5,837.95,4,2
order_1208,103.96,Approved,17320.362502163465,3,6,103.96,4,2
order_1209,8.99,Approved,9238.502694238643,1,1,8.99,4,1
order_1210,103.9,Approved,26013.68094256527,2,10,103.89999999999999,4,2
order_1211,179.98,Approved,6587.305352089074,1,2,179.98,4,1
order_1212,1599.92,Approved,25987.651053825626,1,8,1599.92,4,1
order_1213,119.98,Approved,45390.21384742247,1,2,119.98,4,1
order_1214,828.93,Approved,18119.388008146634,3,7,828.9300000000001,4,2
order_1215,31.98,Approved,36641.57617802131,1,2,31.98,4,1
order_1216,81.93,Approved,41128.481474717744,2,7,81.93,4,2
order_1217,122.94,Approved,40936.81328175069,2,6,122.94,4,2
order_1218,2699.97,Approved,12577.17359838949,1,3,2699.97,4,1
order_1219,2712.96,Rejected,8175.766695607024,2,4,2712.9599999999996,2,2
order_1220,214.95,Approved,10666.31833837518,2,5,214.95,4,2
order_1221,366.81,Approved,30517.550278385126,3,19,366.81,4,3
order_1222,59.98,Rejected,38250.54948179771,1,2,59.98,3,1
order_1223,59.9,Approved,33119.94151541822,1,10,59.9,4,1
order_1224,12.99,Approved,9680.160318414228,1,1,12.99,4,1
order_1225,173.94,Approved,38869.55637313045,3,6,173.94,4,3
order_1226,1640.88,Approved,25211.734225852044,4,12,1640.88,4,4
order_1227,442.86,Approved,37967.8454371023,4,14,442.86,4,3
order_1228,165.9,Approved,38233.980330779676,3,10,165.89999999999998,4,3
order_1229,291.96,Approved,22996.357592758086,2,4,291.96000000000004,4,2
order_1230,1759.88,Approved,46283.55866089731,3,12,1759.88,4,3
order_1231,539.9,Approved,28660.097386737165,2,10,539.9,4,2
order_1232,16.99,Approved,32129.61763396908,1,1,16.99,4,1
order_1233,94.95,Approved,31601.567192652845,2,5,94.94999999999999,4,2
order_1234,119.97,Approved,43348.09686673939,1,3,119.97,4,1
order_1235,149.95,Approved,31733.652938088817,2,5,149.95,4,2
order_1236,5.99,Approved,8396.912668260768,1,1,5.99,4,1
order_1237,1341.93,Approved,4346.0266662920485,2,7,1341.93,4,2
order_1238,324.89,Approved,22668.195127977957,2,11,324.89,4,2
order_1239,1977.92,Approved,15838.201321811634,4,8,1977.92,4,4
order_1240,558.93,Approved,14459.0097068218,2,7,558.9300000000001,4,2
order_1241,7289.91,Approved,3752.433890440824,2,9,7289.91,4,2
order_1242,1924.9,Approved,25859.50737919913,2,10,1924.9,4,2
order_1243,29.99,Approved,16209.984679709236,1,1,29.99,4,1
order_1244,79.98,Approved,23143.77932133343,2,2,79.98,4,2
order_1245,854.93,Approved,3787.6124908636666,3,7,854.9300000000001,4,3
order_1246,968.89,Approved,41753.13495149295,5,11,968.89,4,5
order_1247,244.94,Approved,4759.819057499295,3,10,244.94,4,3
order_1248,45.94,Approved,43348.25166233672,2,6,45.94,4,1
order_1249,451.85,Approved,42909.375201348426,4,15,451.85,4,4
order_1250,73.96,Approved,31135.411032363107,2,4,73.96,4,2
order_1251,1463.89,Approved,25846.3230493638,3,11,1463.89,4,3
order_1252,119.94,Approved,23672.87128743634,1,6,119.94,4,1
order_1253,6319.92,Approved,28161.502195576893,2,8,6319.92,4,2
