order_id,item_id,quantity,unit_price,line_total
order_789,I024,1,16.99,16.99
order_790,I001,2,8.99,17.98
order_791,I022,1,45.99,45.99
order_792,I003,2,5.99,11.98
order_792,I017,1,12.99,12.99
order_792,I020,2,14.99,29.98
order_793,I003,5,5.99,29.95
order_793,I001,2,8.99,17.98
order_794,I022,6,45.99,275.94
order_795,I006,9,29.99,269.91
order_795,I009,1,249.99,249.99
order_795,I020,3,14.99,44.97
order_796,I014,4,129.99,519.96
order_796,I007,2,12.99,25.98
order_796,I020,2,14.99,29.98
order_796,I017,1,12.99,12.99
order_796,I022,4,45.99,183.96
order_797,I024,3,16.99,50.97
order_797,I005,3,899.99,2699.97
order_797,I009,6,249.99,1499.94
order_797,I015,6,39.99,239.94
order_797,I004,6,15.99,95.94
order_798,I018,2,24.99,49.98
order_798,I021,3,18.99,56.97
order_799,I017,1,12.99,12.99
order_800,I001,3,8.99,26.97
order_800,I009,5,249.99,1249.95
order_800,I021,7,18.99,132.93
order_801,I002,1,12.5,12.5
order_802,I011,5,199.99,999.95
order_802,I002,6,12.5,75.0
order_802,I001,4,8.99,35.96
order_803,I013,3,149.99,449.97
order_803,I008,5,89.99,449.95
order_803,I004,3,15.99,47.97
order_804,I010,3,59.99,179.97
order_804,I007,2,12.99,25.98
order_805,I011,3,199.99,599.97
order_806,I021,3,18.99,56.97
order_806,I017,4,12.99,51.96
order_807,I001,1,8.99,8.99
order_807,I003,2,5.99,11.98
order_807,I006,2,29.99,59.98
order_808,I002,1,12.5,12.5
order_809,I001,2,8.99,17.98
order_810,I014,3,129.99,389.97
order_810,I016,8,19.99,159.92
order_810,I010,1,59.99,59.99
order_811,I004,1,15.99,15.99
order_811,I021,3,18.99,56.97
order_811,I022,2,45.99,91.98
order_812,I004,2,15.99,31.98
order_812,I006,5,29.99,149.95
order_813,I018,2,24.99,49.98
order_814,I005,6,899.99,5399.94
order_814,I007,1,12.99,12.99
order_814,I012,5,349.99,1749.95
order_814,I010,3,59.99,179.97
order_815,I019,1,34.99,34.99
order_816,I001,1,8.99,8.99
order_816,I024,2,16.99,33.98
order_817,I005,3,899.99,2699.97
order_817,I013,1,149.99,149.99
order_818,I021,2,18.99,37.98
order_819,I019,2,34.99,69.98
order_820,I005,2,899.99,1799.98
order_820,I018,2,24.99,49.98
order_821,I013,2,149.99,299.98
order_821,I014,4,129.99,519.96
order_821,I017,6,12.99,77.94
order_821,I018,5,24.99,124.95
order_821,I009,1,249.99,249.99
order_822,I003,5,5.99,29.95
order_823,I017,3,12.99,38.97
order_823,I007,1,12.99,12.99
order_823,I021,2,18.99,37.98
order_823,I003,1,5.99,5.99
order_824,I003,1,5.99,5.99
order_824,I021,1,18.99,18.99
order_824,I012,3,349.99,1049.97
order_824,I015,1,39.99,39.99
order_824,I020,2,14.99,29.98
order_825,I011,2,199.99,399.98
order_825,I024,1,16.99,16.99
order_826,I017,6,12.99,77.94
order_826,I021,4,18.99,75.96
order_827,I001,4,8.99,35.96
order_827,I004,5,15.99,79.95
order_827,I020,1,14.99,14.99
order_828,I016,2,19.99,39.98
order_829,I010,5,59.99,299.95
order_829,I009,3,249.99,749.97
order_830,I004,4,15.99,63.96
order_831,I004,4,15.99,63.96
order_831,I014,3,129.99,389.97
order_832,I002,2,12.5,25.0
order_832,I017,2,12.99,25.98
order_832,I011,1,199.99,199.99
order_833,I010,1,59.99,59.99
order_833,I005,1,899.99,899.99
order_833,I023,3,69.99,209.97
order_834,I016,6,19.99,119.94
order_835,I014,3,129.99,389.97
order_835,I024,2,16.99,33.98
order_836,I003,1,5.99,5.99
order_837,I018,5,24.99,124.95
order_838,I009,2,249.99,499.98
order_838,I001,6,8.99,53.94
order_839,I001,3,8.99,26.97
order_839,I018,5,24.99,124.95
order_839,I010,1,59.99,59.99
order_840,I016,1,19.99,19.99
order_840,I012,5,349.99,1749.95
order_841,I003,3,5.99,17.97
order_842,I008,4,89.99,359.96
order_843,I008,2,89.99,179.98
order_844,I001,7,8.99,62.93
order_844,I010,2,59.99,119.98
order_845,I019,6,34.99,209.94
order_845,I011,4,199.99,799.96
order_845,I009,1,249.99,249.99
order_846,I007,1,12.99,12.99
order_846,I021,4,18.99,75.96
order_847,I004,5,15.99,79.95
order_848,I017,7,12.99,90.93
order_848,I012,3,349.99,1049.97
order_849,I010,7,59.99,419.93
order_850,I010,1,59.99,59.99
order_850,I002,2,12.5,25.0
order_851,I020,2,14.99,29.98
order_851,I001,2,8.99,17.98
order_852,I017,8,12.99,103.92
order_853,I016,3,19.99,59.97
order_853,I021,4,18.99,75.96
order_853,I012,1,349.99,349.99
order_853,I015,2,39.99,79.98
order_854,I019,1,34.99,34.99
order_854,I013,3,149.99,449.97
order_855,I005,5,899.99,4499.95
order_856,I019,6,34.99,209.94
order_856,I004,5,15.99,79.95
order_857,I013,9,149.99,1349.91
order_857,I002,1,12.5,12.5
order_857,I004,1,15.99,15.99
order_857,I009,3,249.99,749.97
order_857,I001,3,8.99,26.97
order_858,I024,2,16.99,33.98
order_858,I015,3,39.99,119.97
order_858,I022,1,45.99,45.99
order_858,I016,1,19.99,19.99
order_859,I012,2,349.99,699.98
order_860,I009,2,249.99,499.98
order_860,I012,2,349.99,699.98
order_861,I015,1,39.99,39.99
order_862,I002,4,12.5,50.0
order_863,I010,1,59.99,59.99
order_863,I016,3,19.99,59.97
order_863,I015,1,39.99,39.99
order_863,I006,3,29.99,89.97
order_863,I013,3,149.99,449.97
order_864,I006,1,29.99,29.99
order_864,I015,1,39.99,39.99
order_864,I016,8,19.99,159.92
order_865,I017,1,12.99,12.99
order_865,I011,1,199.99,199.99
order_865,I004,2,15.99,31.98
order_865,I006,1,29.99,29.99
order_866,I019,3,34.99,104.97
order_866,I015,6,39.99,239.94
order_867,I014,6,129.99,779.94
order_867,I016,2,19.99,39.98
order_868,I012,4,349.99,1399.96
order_869,I005,3,899.99,2699.97
order_870,I021,1,18.99,18.99
order_870,I020,6,14.99,89.94
order_870,I006,7,29.99,209.93
order_870,I013,1,149.99,149.99
order_871,I013,8,149.99,1199.92
order_871,I010,1,59.99,59.99
order_871,I005,2,899.99,1799.98
order_872,I010,5,59.99,299.95
order_872,I014,2,129.99,259.98
order_872,I001,1,8.99,8.99
order_873,I001,4,8.99,35.96
order_873,I022,3,45.99,137.97
order_873,I021,6,18.99,113.94
order_873,I017,2,12.99,25.98
order_873,I002,6,12.5,75.0
order_874,I012,2,349.99,699.98
order_875,I010,1,59.99,59.99
order_875,I018,3,24.99,74.97
order_876,I021,2,18.99,37.98
order_877,I009,2,249.99,499.98
order_877,I007,1,12.99,12.99
order_878,I021,3,18.99,56.97
order_879,I010,3,59.99,179.97
order_880,I014,3,129.99,389.97
order_880,I022,6,45.99,275.94
order_881,I002,1,12.5,12.5
order_881,I011,2,199.99,399.98
order_882,I018,3,24.99,74.97
order_883,I017,1,12.99,12.99
order_883,I011,3,199.99,599.97
order_884,I004,6,15.99,95.94
order_884,I019,3,34.99,104.97
order_884,I007,2,12.99,25.98
order_884,I003,3,5.99,17.97
order_885,I016,1,19.99,19.99
order_886,I022,2,45.99,91.98
order_886,I021,5,18.99,94.95
order_887,I017,8,12.99,103.92
order_888,I005,2,899.99,1799.98
order_889,I023,3,69.99,209.97
order_889,I022,2,45.99,91.98
order_889,I011,1,199.99,199.99
order_890,I009,2,249.99,499.98
order_890,I023,1,69.99,69.99
order_891,I016,3,19.99,59.97
order_892,I001,4,8.99,35.96
order_892,I020,4,14.99,59.96
order_892,I006,2,29.99,59.98
order_893,I016,2,19.99,39.98
order_894,I019,2,34.99,69.98
order_895,I017,5,12.99,64.95
order_895,I005,1,899.99,899.99
order_895,I013,4,149.99,599.96
order_896,I001,3,8.99,26.97
order_896,I009,2,249.99,499.98
order_896,I013,3,149.99,449.97
order_897,I015,2,39.99,79.98
order_898,I009,5,249.99,1249.95
order_899,I002,1,12.5,12.5
order_900,I002,4,12.5,50.0
order_901,I023,2,69.99,139.98
order_902,I020,2,14.99,29.98
order_902,I010,4,59.99,239.96
order_903,I015,2,39.99,79.98
order_904,I001,4,8.99,35.96
order_905,I004,1,15.99,15.99
order_906,I003,5,5.99,29.95
order_906,I024,5,16.99,84.95
order_907,I005,1,899.99,899.99
order_907,I024,1,16.99,16.99
order_907,I002,1,12.5,12.5
order_908,I020,4,14.99,59.96
order_908,I002,4,12.5,50.0
order_909,I020,6,14.99,89.94
order_909,I012,8,349.99,2799.92
order_910,I009,1,249.99,249.99
order_910,I005,4,899.99,3599.96
order_911,I023,3,69.99,209.97
order_911,I011,9,199.99,1799.91
order_911,I020,1,14.99,14.99
order_911,I002,2,12.5,25.0
order_912,I007,1,12.99,12.99
order_913,I019,1,34.99,34.99
order_913,I018,2,24.99,49.98
order_913,I009,6,249.99,1499.94
order_913,I016,3,19.99,59.97
order_913,I007,4,12.99,51.96
order_914,I021,3,18.99,56.97
order_915,I001,2,8.99,17.98
order_915,I002,1,12.5,12.5
order_915,I007,2,12.99,25.98
order_916,I015,1,39.99,39.99
order_916,I019,9,34.99,314.91
order_917,I020,1,14.99,14.99
order_917,I015,6,39.99,239.94
order_918,I018,2,24.99,49.98
order_918,I014,5,129.99,649.95
order_918,I008,6,89.99,539.94
order_919,I020,5,14.99,74.95
order_919,I013,1,149.99,149.99
order_919,I008,5,89.99,449.95
order_920,I015,1,39.99,39.99
order_920,I021,4,18.99,75.96
order_920,I017,3,12.99,38.97
order_920,I008,2,89.99,179.98
order_920,I004,8,15.99,127.92
order_921,I018,1,24.99,24.99
order_921,I009,4,249.99,999.96
order_922,I006,1,29.99,29.99
order_923,I003,3,5.99,17.97
order_923,I024,3,16.99,50.97
order_923,I014,3,129.99,389.97
order_924,I015,1,39.99,39.99
order_924,I012,1,349.99,349.99
order_924,I003,4,5.99,23.96
order_925,I021,5,18.99,94.95
order_926,I006,6,29.99,179.94
order_926,I023,2,69.99,139.98
order_927,I013,8,149.99,1199.92
order_927,I011,1,199.99,199.99
order_927,I010,1,59.99,59.99
order_928,I017,3,12.99,38.97
order_928,I002,1,12.5,12.5
order_929,I012,3,349.99,1049.97
order_929,I013,1,149.99,149.99
order_929,I001,5,8.99,44.95
order_930,I023,1,69.99,69.99
order_930,I017,4,12.99,51.96
order_930,I013,3,149.99,449.97
order_930,I010,1,59.99,59.99
order_931,I014,7,129.99,909.93
order_931,I017,3,12.99,38.97
order_932,I009,4,249.99,999.96
order_932,I001,1,8.99,8.99
order_933,I019,5,34.99,174.95
order_934,I005,1,899.99,899.99
order_934,I012,2,349.99,699.98
order_934,I020,2,14.99,29.98
order_934,I011,2,199.99,399.98
order_935,I012,7,349.99,2449.93
order_936,I018,3,24.99,74.97
order_937,I016,2,19.99,39.98
order_938,I006,6,29.99,179.94
order_938,I010,2,59.99,119.98
order_938,I002,2,12.5,25.0
order_938,I013,7,149.99,1049.93
order_939,I011,2,199.99,399.98
order_940,I024,2,16.99,33.98
order_941,I004,4,15.99,63.96
order_941,I023,4,69.99,279.96
order_941,I005,2,899.99,1799.98
order_942,I017,3,12.99,38.97
order_942,I002,2,12.5,25.0
order_942,I005,2,899.99,1799.98
order_943,I022,1,45.99,45.99
order_943,I016,4,19.99,79.96
order_943,I009,6,249.99,1499.94
order_944,I023,7,69.99,489.93
order_944,I003,3,5.99,17.97
order_945,I018,5,24.99,124.95
order_946,I024,1,16.99,16.99
order_947,I006,4,29.99,119.96
order_947,I017,2,12.99,25.98
order_947,I022,6,45.99,275.94
order_948,I001,3,8.99,26.97
order_948,I006,1,29.99,29.99
order_948,I003,2,5.99,11.98
order_948,I017,5,12.99,64.95
order_949,I013,2,149.99,299.98
order_950,I024,2,16.99,33.98
order_951,I004,7,15.99,111.93
order_952,I012,3,349.99,1049.97
order_953,I011,1,199.99,199.99
order_954,I016,2,19.99,39.98
order_954,I021,6,18.99,113.94
order_955,I006,1,29.99,29.99
order_955,I011,1,199.99,199.99
order_955,I017,3,12.99,38.97
order_955,I015,1,39.99,39.99
order_956,I005,4,899.99,3599.96
order_956,I024,3,16.99,50.97
order_956,I006,1,29.99,29.99
order_957,I020,6,14.99,89.94
order_957,I017,2,12.99,25.98
order_958,I013,8,149.99,1199.92
order_958,I006,1,29.99,29.99
order_959,I018,3,24.99,74.97
order_959,I008,1,89.99,89.99
order_959,I017,8,12.99,103.92
order_960,I021,2,18.99,37.98
order_960,I004,4,15.99,63.96
order_961,I023,1,69.99,69.99
order_961,I024,2,16.99,33.98
order_962,I024,2,16.99,33.98
order_963,I016,2,19.99,39.98
order_964,I011,2,199.99,399.98
order_964,I003,2,5.99,11.98
order_965,I008,4,89.99,359.96
order_966,I017,8,12.99,103.92
order_966,I006,2,29.99,59.98
order_967,I016,3,19.99,59.97
order_967,I019,3,34.99,104.97
order_967,I007,5,12.99,64.95
order_968,I012,5,349.99,1749.95
order_969,I023,2,69.99,139.98
order_969,I003,4,5.99,23.96
order_970,I018,1,24.99,24.99
order_970,I008,1,89.99,89.99
order_971,I004,1,15.99,15.99
order_971,I010,10,59.99,599.9
order_971,I005,1,899.99,899.99
order_971,I003,2,5.99,11.98
order_972,I020,5,14.99,74.95
order_973,I002,3,12.5,37.5
order_973,I012,1,349.99,349.99
order_974,I020,7,14.99,104.93
order_975,I010,1,59.99,59.99
order_975,I004,2,15.99,31.98
order_976,I011,4,199.99,799.96
order_976,I014,2,129.99,259.98
order_976,I001,1,8.99,8.99
order_976,I005,2,899.99,1799.98
order_976,I013,5,149.99,749.95
order_977,I022,1,45.99,45.99
order_977,I010,3,59.99,179.97
order_978,I015,2,39.99,79.98
order_978,I007,1,12.99,12.99
order_979,I004,3,15.99,47.97
order_979,I016,1,19.99,19.99
order_979,I015,1,39.99,39.99
order_980,I018,5,24.99,124.95
order_980,I017,2,12.99,25.98
order_980,I004,1,15.99,15.99
order_980,I022,1,45.99,45.99
order_981,I006,5,29.99,149.95
order_982,I013,1,149.99,149.99
order_982,I016,1,19.99,19.99
order_983,I003,4,5.99,23.96
order_983,I005,4,899.99,3599.96
order_983,I015,1,39.99,39.99
order_984,I001,7,8.99,62.93
order_984,I005,10,899.99,8999.9
order_984,I015,5,39.99,199.95
order_985,I011,1,199.99,199.99
order_986,I011,4,199.99,799.96
order_986,I014,2,129.99,259.98
order_986,I018,3,24.99,74.97
order_987,I011,2,199.99,399.98
order_987,I008,3,89.99,269.97
order_988,I016,3,19.99,59.97
order_988,I012,2,349.99,699.98
order_989,I017,9,12.99,116.91
order_990,I002,6,12.5,75.0
order_991,I023,3,69.99,209.97
order_992,I015,5,39.99,199.95
order_992,I021,1,18.99,18.99
order_992,I018,7,24.99,174.93
order_992,I004,1,15.99,15.99
order_993,I004,9,15.99,143.91
order_993,I019,3,34.99,104.97
order_993,I006,3,29.99,89.97
order_993,I022,5,45.99,229.95
order_994,I017,1,12.99,12.99
order_994,I022,1,45.99,45.99
order_995,I001,9,8.99,80.91
order_996,I007,2,12.99,25.98
order_996,I023,6,69.99,419.94
order_997,I015,4,39.99,159.96
order_997,I010,1,59.99,59.99
order_998,I001,1,8.99,8.99
order_998,I022,1,45.99,45.99
order_999,I007,10,12.99,129.9
order_999,I013,2,149.99,299.98
order_999,I005,2,899.99,1799.98
order_1000,I015,3,39.99,119.97
order_1000,I013,1,149.99,149.99
order_1001,I018,1,24.99,24.99
order_1001,I019,4,34.99,139.96
order_1002,I009,3,249.99,749.97
order_1002,I021,10,18.99,189.9
order_1002,I006,1,29.99,29.99
order_1002,I007,1,12.99,12.99
order_1003,I021,1,18.99,18.99
order_1003,I013,4,149.99,599.96
order_1004,I015,7,39.99,279.93
order_1004,I019,2,34.99,69.98
order_1005,I006,2,29.99,59.98
order_1006,I018,1,24.99,24.99
order_1007,I018,1,24.99,24.99
order_1008,I002,6,12.5,75.0
order_1008,I011,3,199.99,599.97
order_1009,I024,2,16.99,33.98
order_1010,I012,1,349.99,349.99
order_1010,I018,7,24.99,174.93
order_1011,I007,3,12.99,38.97
order_1011,I022,7,45.99,321.93
order_1011,I009,3,249.99,749.97
order_1012,I002,7,12.5,87.5
order_1013,I008,3,89.99,269.97
order_1014,I003,2,5.99,11.98
order_1014,I006,1,29.99,29.99
order_1014,I014,1,129.99,129.99
order_1015,I011,3,199.99,599.97
order_1015,I017,4,12.99,51.96
order_1016,I019,1,34.99,34.99
order_1017,I007,2,12.99,25.98
order_1017,I012,3,349.99,1049.97
order_1018,I013,1,149.99,149.99
order_1019,I019,1,34.99,34.99
order_1019,I015,1,39.99,39.99
order_1019,I008,1,89.99,89.99
order_1019,I018,1,24.99,24.99
order_1019,I007,1,12.99,12.99
order_1020,I008,2,89.99,179.98
order_1020,I010,5,59.99,299.95
order_1021,I011,7,199.99,1399.93
order_1022,I011,2,199.99,399.98
order_1023,I006,3,29.99,89.97
order_1024,I020,2,14.99,29.98
order_1024,I011,2,199.99,399.98
order_1025,I003,4,5.99,23.96
order_1026,I024,6,16.99,101.94
order_1026,I013,1,149.99,149.99
order_1027,I024,6,16.99,101.94
order_1027,I013,2,149.99,299.98
order_1027,I023,2,69.99,139.98
order_1027,I016,5,19.99,99.95
order_1028,I019,7,34.99,244.93
order_1028,I006,2,29.99,59.98
order_1028,I014,1,129.99,129.99
order_1028,I018,4,24.99,99.96
order_1029,I001,2,8.99,17.98
order_1029,I024,1,16.99,16.99
order_1029,I016,3,19.99,59.97
order_1030,I003,3,5.99,17.97
order_1030,I002,1,12.5,12.5
order_1031,I004,8,15.99,127.92
order_1031,I017,2,12.99,25.98
order_1031,I015,2,39.99,79.98
order_1031,I020,3,14.99,44.97
order_1031,I002,4,12.5,50.0
order_1032,I003,1,5.99,5.99
order_1033,I023,1,69.99,69.99
order_1034,I003,1,5.99,5.99
order_1034,I024,3,16.99,50.97
order_1034,I012,5,349.99,1749.95
order_1035,I018,1,24.99,24.99
order_1035,I014,1,129.99,129.99
order_1036,I023,2,69.99,139.98
order_1036,I018,5,24.99,124.95
order_1036,I017,2,12.99,25.98
order_1036,I005,1,899.99,899.99
order_1036,I016,4,19.99,79.96
order_1037,I022,1,45.99,45.99
order_1038,I012,1,349.99,349.99
order_1039,I002,5,12.5,62.5
order_1040,I015,1,39.99,39.99
order_1041,I010,3,59.99,179.97
order_1041,I004,4,15.99,63.96
order_1041,I018,2,24.99,49.98
order_1041,I002,1,12.5,12.5
order_1042,I016,4,19.99,79.96
order_1042,I002,1,12.5,12.5
order_1043,I008,7,89.99,629.93
order_1043,I002,1,12.5,12.5
order_1044,I024,1,16.99,16.99
order_1044,I022,4,45.99,183.96
order_1045,I005,8,899.99,7199.92
order_1046,I014,6,129.99,779.94
order_1047,I016,3,19.99,59.97
order_1047,I024,2,16.99,33.98
order_1048,I005,1,899.99,899.99
order_1048,I002,1,12.5,12.5
order_1048,I018,7,24.99,174.93
order_1049,I003,4,5.99,23.96
order_1049,I020,2,14.99,29.98
order_1049,I007,1,12.99,12.99
order_1050,I018,2,24.99,49.98
order_1050,I009,3,249.99,749.97
order_1051,I021,4,18.99,75.96
order_1052,I018,4,24.99,99.96
order_1053,I013,3,149.99,449.97
order_1054,I009,1,249.99,249.99
order_1055,I011,3,199.99,599.97
order_1056,I005,6,899.99,5399.94
order_1056,I001,8,8.99,71.92
order_1057,I024,3,16.99,50.97
order_1058,I007,3,12.99,38.97
order_1058,I012,2,349.99,699.98
order_1059,I013,7,149.99,1049.93
order_1060,I012,5,349.99,1749.95
order_1060,I024,6,16.99,101.94
order_1060,I003,1,5.99,5.99
order_1061,I015,7,39.99,279.93
order_1061,I001,8,8.99,71.92
order_1062,I004,1,15.99,15.99
order_1062,I024,1,16.99,16.99
order_1063,I011,2,199.99,399.98
order_1064,I007,5,12.99,64.95
order_1064,I003,1,5.99,5.99
order_1065,I024,5,16.99,84.95
order_1065,I022,2,45.99,91.98
order_1065,I018,8,24.99,199.92
order_1065,I012,1,349.99,349.99
order_1065,I013,1,149.99,149.99
order_1066,I007,1,12.99,12.99
order_1066,I006,5,29.99,149.95
order_1066,I011,4,199.99,799.96
order_1067,I006,2,29.99,59.98
order_1067,I016,7,19.99,139.93
order_1067,I023,5,69.99,349.95
order_1068,I006,6,29.99,179.94
order_1069,I023,1,69.99,69.99
order_1070,I003,2,5.99,11.98
order_1071,I023,4,69.99,279.96
order_1071,I008,3,89.99,269.97
order_1072,I022,3,45.99,137.97
order_1072,I013,2,149.99,299.98
order_1072,I024,5,16.99,84.95
order_1072,I015,2,39.99,79.98
order_1072,I017,3,12.99,38.97
order_1073,I020,1,14.99,14.99
order_1073,I023,1,69.99,69.99
order_1073,I024,7,16.99,118.93
order_1073,I018,1,24.99,24.99
order_1073,I013,2,149.99,299.98
order_1074,I013,3,149.99,449.97
order_1074,I016,7,19.99,139.93
order_1075,I019,1,34.99,34.99
order_1076,I012,2,349.99,699.98
order_1076,I014,7,129.99,909.93
order_1076,I021,8,18.99,151.92
order_1076,I005,4,899.99,3599.96
order_1077,I008,2,89.99,179.98
order_1078,I024,2,16.99,33.98
order_1078,I018,5,24.99,124.95
order_1078,I004,1,15.99,15.99
order_1079,I017,1,12.99,12.99
order_1080,I020,1,14.99,14.99
order_1081,I014,6,129.99,779.94
order_1082,I011,6,199.99,1199.94
order_1082,I010,3,59.99,179.97
order_1082,I002,4,12.5,50.0
order_1082,I006,3,29.99,89.97
order_1082,I013,7,149.99,1049.93
order_1083,I003,3,5.99,17.97
order_1083,I001,1,8.99,8.99
order_1084,I018,1,24.99,24.99
order_1084,I006,2,29.99,59.98
order_1085,I023,1,69.99,69.99
order_1086,I018,3,24.99,74.97
order_1087,I014,4,129.99,519.96
order_1087,I021,1,18.99,18.99
order_1087,I009,2,249.99,499.98
order_1087,I006,1,29.99,29.99
order_1087,I024,3,16.99,50.97
order_1088,I013,2,149.99,299.98
order_1089,I003,8,5.99,47.92
order_1090,I003,5,5.99,29.95
order_1091,I018,1,24.99,24.99
order_1091,I009,6,249.99,1499.94
order_1091,I011,10,199.99,1999.9
order_1092,I020,8,14.99,119.92
order_1092,I017,3,12.99,38.97
order_1093,I009,3,249.99,749.97
order_1093,I011,3,199.99,599.97
order_1093,I023,1,69.99,69.99
order_1093,I017,1,12.99,12.99
order_1094,I019,2,34.99,69.98
order_1094,I004,1,15.99,15.99
order_1094,I009,2,249.99,499.98
order_1095,I001,5,8.99,44.95
order_1096,I021,1,18.99,18.99
order_1096,I016,6,19.99,119.94
order_1097,I003,4,5.99,23.96
order_1097,I011,1,199.99,199.99
order_1098,I014,3,129.99,389.97
order_1098,I012,1,349.99,349.99
order_1099,I002,2,12.5,25.0
order_1100,I012,2,349.99,699.98
order_1101,I018,3,24.99,74.97
order_1102,I007,4,12.99,51.96
order_1103,I018,4,24.99,99.96
order_1103,I003,1,5.99,5.99
order_1104,I002,1,12.5,12.5
order_1104,I012,1,349.99,349.99
order_1105,I021,1,18.99,18.99
order_1105,I012,2,349.99,699.98
order_1106,I011,7,199.99,1399.93
order_1106,I008,1,89.99,89.99
order_1106,I022,1,45.99,45.99
order_1107,I022,4,45.99,183.96
order_1107,I002,1,12.5,12.5
order_1108,I007,2,12.99,25.98
order_1109,I002,2,12.5,25.0
order_1110,I022,4,45.99,183.96
order_1110,I013,2,149.99,299.98
order_1111,I013,2,149.99,299.98
order_1111,I004,2,15.99,31.98
order_1112,I012,2,349.99,699.98
order_1112,I017,1,12.99,12.99
order_1112,I005,6,899.99,5399.94
order_1113,I004,3,15.99,47.97
order_1113,I009,2,249.99,499.98
order_1114,I001,1,8.99,8.99
order_1114,I014,2,129.99,259.98
order_1115,I015,1,39.99,39.99
order_1115,I003,1,5.99,5.99
order_1115,I002,1,12.5,12.5
order_1116,I018,1,24.99,24.99
order_1116,I021,6,18.99,113.94
order_1117,I014,3,129.99,389.97
order_1117,I005,1,899.99,899.99
order_1118,I022,2,45.99,91.98
order_1118,I024,1,16.99,16.99
order_1119,I001,7,8.99,62.93
order_1120,I015,1,39.99,39.99
order_1121,I017,4,12.99,51.96
order_1121,I022,6,45.99,275.94
order_1122,I010,2,59.99,119.98
order_1122,I014,1,129.99,129.99
order_1122,I018,3,24.99,74.97
order_1122,I021,2,18.99,37.98
order_1122,I005,2,899.99,1799.98
order_1123,I017,1,12.99,12.99
order_1123,I007,7,12.99,90.93
order_1123,I012,1,349.99,349.99
order_1124,I008,5,89.99,449.95
order_1124,I010,4,59.99,239.96
order_1125,I003,5,5.99,29.95
order_1125,I021,2,18.99,37.98
order_1125,I001,1,8.99,8.99
order_1125,I020,1,14.99,14.99
order_1126,I001,2,8.99,17.98
order_1126,I009,1,249.99,249.99
order_1127,I011,2,199.99,399.98
order_1128,I010,1,59.99,59.99
order_1129,I015,3,39.99,119.97
order_1129,I005,3,899.99,2699.97
order_1130,I007,1,12.99,12.99
order_1130,I017,1,12.99,12.99
order_1130,I014,1,129.99,129.99
order_1131,I022,5,45.99,229.95
order_1132,I015,3,39.99,119.97
order_1132,I020,1,14.99,14.99
order_1133,I009,4,249.99,999.96
order_1134,I011,3,199.99,599.97
order_1134,I004,1,15.99,15.99
order_1134,I016,6,19.99,119.94
order_1134,I012,8,349.99,2799.92
order_1134,I020,3,14.99,44.97
order_1135,I024,5,16.99,84.95
order_1136,I021,5,18.99,94.95
order_1137,I016,2,19.99,39.98
order_1138,I001,1,8.99,8.99
order_1138,I018,10,24.99,249.9
order_1139,I007,8,12.99,103.92
order_1139,I004,10,15.99,159.9
order_1140,I021,1,18.99,18.99
order_1141,I006,6,29.99,179.94
order_1142,I003,3,5.99,17.97
order_1143,I017,2,12.99,25.98
order_1143,I012,6,349.99,2099.94
order_1144,I023,4,69.99,279.96
order_1145,I021,6,18.99,113.94
order_1146,I001,3,8.99,26.97
order_1147,I011,3,199.99,599.97
order_1147,I023,2,69.99,139.98
order_1147,I006,8,29.99,239.92
order_1148,I022,2,45.99,91.98
order_1149,I004,1,15.99,15.99
order_1150,I007,5,12.99,64.95
order_1150,I019,6,34.99,209.94
order_1150,I020,4,14.99,59.96
order_1150,I001,3,8.99,26.97
order_1151,I017,7,12.99,90.93
order_1152,I008,8,89.99,719.92
order_1152,I001,7,8.99,62.93
order_1153,I003,3,5.99,17.97
order_1154,I013,6,149.99,899.94
order_1154,I023,1,69.99,69.99
order_1154,I006,6,29.99,179.94
order_1155,I021,1,18.99,18.99
order_1156,I010,6,59.99,359.94
order_1156,I003,2,5.99,11.98
order_1157,I021,3,18.99,56.97
order_1158,I002,2,12.5,25.0
order_1158,I006,1,29.99,29.99
order_1158,I001,1,8.99,8.99
order_1159,I008,4,89.99,359.96
order_1160,I020,8,14.99,119.92
order_1160,I006,7,29.99,209.93
order_1160,I008,2,89.99,179.98
order_1161,I010,4,59.99,239.96
order_1162,I011,2,199.99,399.98
order_1162,I022,3,45.99,137.97
order_1162,I002,7,12.5,87.5
order_1162,I020,1,14.99,14.99
order_1163,I005,8,899.99,7199.92
order_1163,I018,1,24.99,24.99
order_1164,I007,4,12.99,51.96
order_1164,I003,1,5.99,5.99
order_1165,I008,6,89.99,539.94
order_1166,I010,4,59.99,239.96
order_1167,I010,2,59.99,119.98
order_1168,I018,5,24.99,124.95
order_1169,I022,3,45.99,137.97
order_1169,I004,2,15.99,31.98
order_1170,I022,2,45.99,91.98
order_1170,I015,9,39.99,359.91
order_1170,I002,8,12.5,100.0
order_1170,I013,5,149.99,749.95
order_1170,I020,2,14.99,29.98
order_1171,I003,2,5.99,11.98
order_1172,I003,6,5.99,35.94
order_1172,I022,6,45.99,275.94
order_1172,I012,1,349.99,349.99
order_1173,I005,1,899.99,899.99
order_1174,I003,2,5.99,11.98
order_1175,I006,3,29.99,89.97
order_1176,I020,1,14.99,14.99
order_1177,I005,2,899.99,1799.98
order_1178,I005,1,899.99,899.99
order_1178,I020,7,14.99,104.93
order_1179,I013,5,149.99,749.95
